,WishlistID,ProductID,Price
367,11514,35,30.99
368,11514,448,19.99
369,11514,121,9.99
370,4862,1182,24.99
371,4862,842,9.99
372,4862,1301,24.99
373,4862,1587,24.99
374,4862,895,19.99
375,4862,1095,9.99
376,4936,1785,19.99
377,4936,1715,30.99
378,4936,324,24.99
379,4936,613,19.99
380,4936,1767,30.99
381,4936,1174,24.99
382,970,1848,30.99
383,970,384,30.99
384,970,216,9.99
385,970,113,30.99
386,970,302,24.99
387,970,1577,14.99
388,970,1750,24.99
389,6048,1162,9.99
390,10813,1931,30.99
391,10813,1554,30.99
392,10813,938,30.99
393,10443,194,9.99
394,10443,300,24.99
395,10443,1325,19.99
396,10443,379,9.99
397,10443,1659,9.99
398,10443,1919,19.99
399,3275,1417,19.99
400,3275,504,30.99
401,3275,1924,9.99
402,3275,1205,14.99
403,3275,489,19.99
404,2812,1112,24.99
405,10150,1364,9.99
406,10150,1253,9.99
407,10150,1907,14.99
408,7209,1468,19.99
409,7209,1889,9.99
410,7209,1123,30.99
411,7209,596,19.99
412,7209,441,19.99
413,6562,880,30.99
414,6562,595,9.99
415,673,971,24.99
416,673,1491,30.99
417,4056,1317,19.99
418,4056,1391,14.99
419,4056,211,19.99
420,4056,1590,9.99
421,4056,905,30.99
422,4056,1821,14.99
423,4056,142,14.99
424,3300,522,9.99
425,9824,1847,19.99
426,9824,806,9.99
427,9824,1352,24.99
428,9824,887,19.99
429,9824,340,9.99
430,821,809,19.99
431,821,329,30.99
432,821,1626,14.99
433,821,282,9.99
434,821,1239,24.99
435,821,1088,19.99
436,821,433,30.99
437,821,1844,9.99
438,9397,281,30.99
439,9397,1239,24.99
440,9397,1331,9.99
441,9397,12,30.99
442,668,1006,14.99
443,668,329,30.99
444,668,1210,30.99
445,668,177,14.99
446,668,769,24.99
447,668,819,30.99
448,3103,54,24.99
449,3103,1786,24.99
450,3103,1160,9.99
451,3103,394,24.99
452,3103,804,19.99
453,3103,1885,19.99
454,3103,1857,19.99
455,3126,604,19.99
456,3694,933,14.99
457,3694,1284,9.99
458,3694,1685,19.99
459,800,42,9.99
460,800,71,19.99
461,800,1041,24.99
462,11565,618,14.99
463,11565,589,14.99
464,11565,99,24.99
465,11565,115,9.99
466,11565,853,9.99
467,6249,308,24.99
468,6249,770,19.99
469,6249,1469,9.99
470,5571,663,30.99
471,5571,551,24.99
472,5032,1506,19.99
473,5032,1168,14.99
474,5032,1298,9.99
475,5032,570,30.99
476,5032,1505,14.99
477,5032,1020,30.99
478,5264,733,9.99
479,5264,1254,24.99
480,5264,1162,9.99
481,5264,1126,19.99
482,4821,707,30.99
483,4821,900,19.99
484,4821,1025,9.99
485,4821,1707,14.99
486,4821,433,30.99
487,4821,102,30.99
488,4821,807,19.99
489,18,743,30.99
490,18,1245,24.99
491,18,1417,19.99
492,18,491,24.99
493,18,1574,30.99
494,18,1151,14.99
495,18,1773,14.99
496,3281,800,24.99
497,3281,1440,19.99
498,4743,590,9.99
499,4743,599,14.99
500,4743,1903,30.99
501,4743,311,19.99
502,4743,575,9.99
503,4743,690,24.99
504,4743,74,19.99
505,5230,1367,14.99
506,5230,1476,24.99
507,5230,1476,24.99
508,5230,1462,9.99
509,5230,720,9.99
510,5230,1666,30.99
511,10729,1895,14.99
512,10729,1386,24.99
513,10729,147,19.99
514,2464,949,19.99
515,2464,692,9.99
516,2464,267,14.99
517,8884,401,14.99
518,1695,273,9.99
519,1695,1693,24.99
520,1695,636,14.99
521,1695,382,14.99
522,1695,1370,24.99
523,1695,222,9.99
524,1695,626,19.99
525,12588,1405,30.99
526,12588,1867,19.99
527,12588,639,24.99
528,12588,133,30.99
529,12588,1216,19.99
530,7370,1859,19.99
531,9013,359,30.99
532,9013,1443,19.99
533,9013,1889,9.99
534,9013,1692,19.99
535,9013,1814,30.99
536,9013,1752,24.99
537,9013,350,30.99
538,11223,139,14.99
539,11223,1256,30.99
540,11223,734,14.99
541,11223,1849,30.99
542,11223,787,9.99
543,5134,192,9.99
544,5134,1150,19.99
545,3624,832,19.99
546,3624,1156,14.99
547,3624,48,30.99
548,3624,1627,19.99
549,3624,1059,14.99
550,3624,1236,24.99
551,3624,956,24.99
552,3624,623,19.99
553,5019,121,9.99
554,5734,865,30.99
555,5734,1011,14.99
556,5734,1366,24.99
557,5734,1175,9.99
558,254,1725,30.99
559,254,1476,24.99
560,254,1534,24.99
561,254,1808,30.99
562,254,1664,19.99
563,254,1132,14.99
564,5280,1559,14.99
565,5280,924,14.99
566,5082,1619,24.99
567,5082,114,9.99
568,5082,336,30.99
569,5082,1212,14.99
570,5082,488,24.99
571,5082,1331,9.99
572,11201,554,24.99
573,11201,585,19.99
574,11201,101,9.99
575,11201,54,24.99
576,11201,1491,30.99
577,11201,574,19.99
578,11201,1443,19.99
579,10196,150,30.99
580,10196,1297,24.99
581,10196,1069,14.99
582,10196,1548,19.99
583,10196,165,19.99
584,10196,65,24.99
585,4282,1041,24.99
586,4282,199,30.99
587,4282,948,24.99
588,4282,556,24.99
589,4282,144,19.99
590,4282,1900,30.99
591,4282,1351,30.99
592,8981,945,9.99
593,8981,11,19.99
594,8981,1332,30.99
595,8981,229,24.99
596,8981,1401,24.99
597,8981,962,24.99
598,8981,1640,24.99
599,8981,374,30.99
600,8813,1705,24.99
601,8813,1501,14.99
602,9961,1548,19.99
603,9961,1391,14.99
604,9961,101,9.99
605,9961,856,19.99
606,9044,462,30.99
607,9044,389,19.99
608,9044,174,9.99
609,9044,177,14.99
610,9044,1125,9.99
611,9044,1781,24.99
612,10157,423,30.99
613,10157,633,9.99
614,10157,1283,14.99
615,6483,1802,19.99
616,6483,483,19.99
617,8500,1537,9.99
618,8500,1018,19.99
619,8500,1592,14.99
620,2855,1484,14.99
621,10713,1344,24.99
622,10713,1533,19.99
623,10713,1872,30.99
624,10713,1742,19.99
625,10713,478,9.99
626,10713,489,19.99
627,10713,1269,9.99
628,10713,1479,30.99
629,2724,1424,24.99
630,2416,913,24.99
631,2416,1644,30.99
632,2416,1538,30.99
633,2416,980,14.99
634,2541,1729,24.99
635,2541,619,9.99
636,2541,295,9.99
637,2541,1057,9.99
638,2541,756,30.99
639,2541,1474,24.99
640,2541,714,9.99
641,12521,144,19.99
642,12521,156,30.99
643,12521,634,30.99
644,12521,1214,24.99
645,12521,1400,24.99
646,12521,371,19.99
647,865,1874,30.99
648,865,507,24.99
649,865,1742,19.99
650,7063,429,9.99
651,9061,687,14.99
652,9061,1912,19.99
653,10897,1157,9.99
654,10897,584,19.99
655,10897,291,14.99
656,10106,975,19.99
657,10106,1916,24.99
658,6531,1638,19.99
659,6531,1000,9.99
660,6531,1447,19.99
661,6531,1686,19.99
662,6531,1302,24.99
663,6531,421,30.99
664,6531,748,14.99
665,6531,1736,19.99
666,10234,188,19.99
667,10234,1864,9.99
668,10234,135,24.99
669,10234,143,19.99
670,10234,462,30.99
671,10234,914,30.99
672,1286,413,24.99
673,1286,1244,24.99
674,1286,367,19.99
675,1286,65,24.99
676,1286,335,9.99
677,1286,128,9.99
678,1286,14,9.99
679,1286,1926,30.99
680,2075,1720,9.99
681,2075,527,19.99
682,2011,751,19.99
683,2011,1725,30.99
684,2011,83,24.99
685,2011,242,9.99
686,2011,609,9.99
687,6327,1499,30.99
688,6327,85,19.99
689,6327,1434,19.99
690,6327,678,9.99
691,6327,391,14.99
692,4990,992,19.99
693,4990,1737,19.99
694,4990,585,19.99
695,4990,947,14.99
696,1225,1755,9.99
697,3882,394,24.99
698,480,344,9.99
699,12310,1634,14.99
700,12310,466,9.99
701,12310,810,24.99
702,12310,1449,19.99
703,7045,105,9.99
704,2987,1093,14.99
705,2987,1511,24.99
706,2987,127,9.99
707,2987,1317,19.99
708,2987,680,14.99
709,4794,496,19.99
710,4794,1390,24.99
711,4794,927,24.99
712,4794,930,24.99
713,4794,183,24.99
714,4794,815,14.99
715,7957,1869,9.99
716,7957,1377,19.99
717,7957,1365,19.99
718,7957,243,14.99
719,7957,1110,19.99
720,7957,1371,9.99
721,7957,868,19.99
722,7957,415,9.99
723,12411,1858,24.99
724,12411,1245,24.99
725,12411,1738,24.99
726,12411,1881,14.99
727,1949,298,19.99
728,7295,984,30.99
729,7295,1547,24.99
730,7295,918,9.99
731,7295,1106,30.99
732,7295,1729,24.99
733,7295,1226,14.99
734,7295,228,30.99
735,3400,302,24.99
736,3400,227,14.99
737,3400,645,24.99
738,3400,199,30.99
739,3080,1861,14.99
740,3080,940,14.99
741,3080,151,19.99
742,5732,135,24.99
743,5732,1178,19.99
744,5732,1441,24.99
745,5732,1706,14.99
746,5732,420,30.99
747,2668,21,14.99
748,2668,1163,19.99
749,2668,1733,14.99
750,12564,1286,9.99
751,12564,23,19.99
752,12564,831,14.99
753,12564,1110,19.99
754,12564,771,30.99
755,4465,720,9.99
756,4465,650,9.99
757,4465,1574,30.99
758,4465,1432,30.99
759,4465,1163,19.99
760,4465,1083,9.99
761,11538,377,30.99
762,11538,1411,19.99
763,11538,717,30.99
764,11538,894,24.99
765,11538,800,24.99
766,11538,1898,30.99
767,11538,345,24.99
768,7177,528,9.99
769,7177,278,30.99
770,2597,1,30.99
771,5562,1719,24.99
772,5562,1329,24.99
773,5562,415,9.99
774,2023,1693,24.99
775,2023,1043,9.99
776,10554,1705,24.99
777,10554,1539,30.99
778,1239,810,24.99
779,1239,1116,14.99
780,1239,437,14.99
781,1239,1663,14.99
782,3672,1009,14.99
783,3672,219,24.99
784,3672,1546,30.99
785,12227,576,24.99
786,12227,1831,14.99
787,12227,1593,19.99
788,12227,496,19.99
789,12227,1256,30.99
790,12227,630,14.99
791,12227,1250,24.99
792,12227,1115,19.99
793,8959,338,19.99
794,8959,361,9.99
795,8959,1142,14.99
796,8959,1458,30.99
797,8959,1757,24.99
798,11771,275,9.99
799,11771,1529,24.99
800,11771,718,9.99
801,1095,492,14.99
802,1095,983,9.99
803,1095,1180,19.99
804,1095,490,30.99
805,1095,576,24.99
806,1899,1435,30.99
807,1899,86,24.99
808,1899,1277,24.99
809,1899,1865,9.99
810,1899,59,9.99
811,1899,1494,9.99
812,6884,992,19.99
813,6884,617,30.99
814,8707,1621,19.99
815,8707,550,9.99
816,8707,1847,19.99
817,8707,586,30.99
818,8707,246,9.99
819,8707,1901,9.99
820,8707,1208,24.99
821,11821,102,30.99
822,11821,402,19.99
823,1889,1651,30.99
824,2283,473,14.99
825,2283,1326,24.99
826,2283,328,30.99
827,2283,1323,14.99
828,2283,1023,19.99
829,2283,1333,14.99
830,2283,1440,19.99
831,6114,983,9.99
832,6114,1749,24.99
833,6114,1101,19.99
834,6114,1313,30.99
835,6114,300,24.99
836,6114,1821,14.99
837,6155,947,14.99
838,6155,1483,19.99
839,7785,859,24.99
840,7785,1897,14.99
841,7785,838,24.99
842,7785,1487,9.99
843,2291,810,24.99
844,2291,22,24.99
845,2291,267,14.99
846,2291,1195,19.99
847,2291,337,9.99
848,7489,848,30.99
849,7489,181,14.99
850,7489,1750,24.99
851,7489,1724,19.99
852,7489,436,19.99
853,2612,1249,24.99
854,445,918,9.99
855,445,1535,24.99
856,2767,74,19.99
857,2767,1077,19.99
858,2767,1075,24.99
859,2767,1501,14.99
860,12080,370,24.99
861,12080,451,19.99
862,12080,1542,24.99
863,12080,1913,30.99
864,12080,1332,30.99
865,12080,1598,24.99
866,12080,326,19.99
867,5060,672,19.99
868,5060,1474,24.99
869,5060,850,9.99
870,5060,1420,24.99
871,5060,440,9.99
872,5060,1678,24.99
873,5060,352,19.99
874,593,1522,24.99
875,593,1781,24.99
876,593,129,9.99
877,7859,1249,24.99
878,10802,58,14.99
879,10802,513,14.99
880,10802,1399,14.99
881,10802,1216,19.99
882,10802,1070,30.99
883,10802,504,30.99
884,11347,504,30.99
885,12206,1409,24.99
886,12206,227,14.99
887,12206,211,19.99
888,12206,252,30.99
889,12206,1886,30.99
890,439,1542,24.99
891,439,865,30.99
892,439,1536,24.99
893,439,1268,19.99
894,439,571,9.99
895,439,200,9.99
896,439,324,24.99
897,439,1471,24.99
898,396,1702,19.99
899,396,1389,14.99
900,396,1839,14.99
901,396,954,30.99
902,396,246,9.99
903,396,1032,19.99
904,396,1906,30.99
905,9919,1124,14.99
906,9919,1806,30.99
907,9919,45,24.99
908,9919,1843,14.99
909,9919,971,24.99
910,9919,1798,24.99
911,9919,879,24.99
912,9919,660,30.99
913,10111,603,24.99
914,10111,369,24.99
915,10111,1042,14.99
916,10111,514,19.99
917,10111,1387,24.99
918,10111,707,30.99
919,10111,722,19.99
920,7618,1297,24.99
921,7618,316,19.99
922,7618,370,24.99
923,7618,419,9.99
924,7618,1078,24.99
925,595,1216,19.99
926,595,476,24.99
927,595,217,9.99
928,595,578,14.99
929,595,1189,19.99
930,595,785,9.99
931,595,1116,14.99
932,595,1079,19.99
933,3208,1669,19.99
934,3208,1335,9.99
935,3208,8,9.99
936,3208,309,14.99
937,2829,1055,24.99
938,2829,229,24.99
939,2829,1582,14.99
940,2829,588,19.99
941,2829,390,14.99
942,2829,1906,30.99
943,1665,417,30.99
944,1665,1267,14.99
945,1665,428,19.99
946,1665,467,14.99
947,1665,239,14.99
948,1665,1157,9.99
949,1665,1614,24.99
950,1665,453,14.99
951,10973,386,30.99
952,10973,1894,30.99
953,10973,445,9.99
954,10973,994,24.99
955,10973,1751,24.99
956,10973,1763,19.99
957,10973,456,24.99
958,10973,1851,14.99
959,3337,1300,14.99
960,3337,1507,24.99
961,3337,1724,19.99
962,3337,1844,9.99
963,3337,150,30.99
964,3337,31,19.99
965,10603,689,19.99
966,10603,1543,14.99
967,3806,399,19.99
968,3806,458,24.99
969,3806,80,24.99
970,99,296,14.99
971,99,183,24.99
972,99,1504,9.99
973,99,712,9.99
974,99,1794,19.99
975,99,1331,9.99
976,4237,1637,30.99
977,4237,1452,14.99
978,4237,1691,30.99
979,4237,1324,30.99
980,4237,1325,19.99
981,4237,1352,24.99
982,4237,1618,24.99
983,4237,144,19.99
984,3654,217,9.99
985,3654,55,24.99
986,3654,34,30.99
987,3654,693,30.99
988,3654,90,24.99
989,3654,929,9.99
990,3654,1627,19.99
991,3654,1162,9.99
992,4379,1198,19.99
993,4379,1928,19.99
994,4379,1469,9.99
995,4379,1694,24.99
996,4379,112,14.99
997,4379,320,9.99
998,4379,1229,19.99
999,8088,36,14.99
1000,8088,210,24.99
1001,9282,1406,9.99
1002,10003,608,14.99
1003,10003,559,30.99
1004,10003,1526,14.99
1005,10003,425,9.99
1006,10003,789,19.99
1007,10003,1221,30.99
1008,10003,276,19.99
1009,5268,1369,14.99
1010,5268,706,30.99
1011,5268,55,24.99
1012,5268,866,30.99
1013,3198,1185,14.99
1014,3198,1121,30.99
1015,3198,872,30.99
1016,3198,1492,19.99
1017,3198,1379,14.99
1018,9484,1067,9.99
1019,9484,649,30.99
1020,9484,1691,30.99
1021,9484,621,19.99
1022,9484,1116,14.99
1023,9484,419,9.99
1024,11380,1914,14.99
1025,11380,1587,24.99
1026,394,348,9.99
1027,394,1109,14.99
1028,394,884,30.99
1029,394,375,14.99
1030,394,282,9.99
1031,2891,347,30.99
1032,7973,493,30.99
1033,7973,1022,30.99
1034,7973,1301,24.99
1035,7973,1541,19.99
1036,7973,1315,24.99
1037,7973,411,24.99
1038,5167,1436,19.99
1039,4877,262,30.99
1040,4877,533,30.99
1041,4877,556,24.99
1042,10401,644,24.99
1043,5539,150,30.99
1044,5539,1311,9.99
1045,5539,1854,14.99
1046,5539,1260,14.99
1047,5539,1254,24.99
1048,5539,1818,19.99
1049,5539,1667,24.99
1050,4307,616,19.99
1051,4307,1108,14.99
1052,4307,383,14.99
1053,4307,1360,19.99
1054,4307,1543,14.99
1055,4307,1101,19.99
1056,8763,1815,30.99
1057,8763,706,30.99
1058,8763,735,19.99
1059,8763,1670,30.99
1060,8763,422,9.99
1061,8763,1443,19.99
1062,2550,1322,9.99
1063,2550,444,14.99
1064,2550,1131,9.99
1065,4291,1606,24.99
1066,4291,129,9.99
1067,4291,256,19.99
1068,4291,485,24.99
1069,4291,1137,24.99
1070,4291,363,19.99
1071,4291,152,9.99
1072,4291,1320,30.99
1073,11703,1217,19.99
1074,11703,1375,30.99
1075,11703,1562,19.99
1076,11703,1050,24.99
1077,11703,84,9.99
1078,11703,135,24.99
1079,3235,900,19.99
1080,3235,1111,14.99
1081,3235,612,9.99
1082,3235,1184,14.99
1083,3235,318,30.99
1084,3235,1276,9.99
1085,3235,1565,24.99
1086,1420,207,14.99
1087,12369,1875,14.99
1088,5777,769,24.99
1089,11537,46,19.99
1090,11537,17,30.99
1091,11537,427,24.99
1092,11537,731,19.99
1093,3732,513,14.99
1094,3732,1698,19.99
1095,3732,152,9.99
1096,3732,1193,19.99
1097,1786,182,19.99
1098,6543,625,9.99
1099,6543,1318,30.99
1100,6543,1318,30.99
1101,6543,271,9.99
1102,9000,1104,24.99
1103,9000,564,19.99
1104,4903,1633,14.99
1105,4903,1143,14.99
1106,4903,49,19.99
1107,4903,1190,30.99
1108,4903,99,24.99
1109,4903,943,14.99
1110,4903,1220,19.99
1111,1702,865,30.99
1112,1702,394,24.99
1113,1702,1006,14.99
1114,4313,886,14.99
1115,4313,1120,19.99
1116,4313,552,24.99
1117,12003,1167,9.99
1118,12003,1556,9.99
1119,1560,557,19.99
1120,1560,159,14.99
1121,1560,246,9.99
1122,1560,578,14.99
1123,1560,1617,14.99
1124,1560,977,9.99
1125,1560,650,9.99
1126,1560,314,19.99
1127,12355,1486,24.99
1128,12355,390,14.99
1129,12355,1392,24.99
1130,12355,1231,14.99
1131,12355,1093,14.99
1132,12355,1453,14.99
1133,12355,1599,24.99
1134,792,924,14.99
1135,792,815,14.99
1136,792,1456,24.99
1137,792,1603,9.99
1138,792,1605,30.99
1139,792,1920,14.99
1140,9181,184,14.99
1141,9181,1242,24.99
1142,9181,167,14.99
1143,9181,1887,24.99
1144,9181,1907,14.99
1145,9181,1715,30.99
1146,9181,1118,9.99
1147,8118,1704,14.99
1148,8118,1513,24.99
1149,8118,405,14.99
1150,8118,78,14.99
1151,8118,1529,24.99
1152,8118,659,9.99
1153,8118,1727,14.99
1154,8118,1348,30.99
1155,4595,672,19.99
1156,4816,1454,24.99
1157,4816,1814,30.99
1158,4816,798,30.99
1159,4816,1677,24.99
1160,4816,1335,9.99
1161,4816,1044,14.99
1162,4178,88,14.99
1163,6842,1557,24.99
1164,6842,1576,24.99
1165,6842,1409,24.99
1166,3587,1307,19.99
1167,3587,1386,24.99
1168,3587,229,24.99
1169,3587,861,30.99
1170,3587,29,24.99
1171,3587,1848,30.99
1172,8382,963,19.99
1173,8382,1771,14.99
1174,8382,1232,30.99
1175,8382,419,9.99
1176,8382,1712,24.99
1177,8382,1046,24.99
1178,8382,983,9.99
1179,8382,1093,14.99
1180,6922,726,14.99
1181,6922,1922,14.99
1182,6922,1669,19.99
1183,6922,1695,19.99
1184,6922,458,24.99
1185,2117,618,14.99
1186,2117,1155,9.99
1187,2117,412,9.99
1188,2117,28,19.99
1189,2117,581,24.99
1190,2117,766,24.99
1191,2117,18,14.99
1192,4326,1094,19.99
1193,4326,624,9.99
1194,2814,1881,14.99
1195,2814,895,19.99
1196,2814,1162,9.99
1197,2814,1082,24.99
1198,4690,619,9.99
1199,4690,1714,9.99
1200,4690,1279,14.99
1201,4690,767,14.99
1202,2620,1292,14.99
1203,2620,500,9.99
1204,2620,1426,14.99
1205,2620,1621,19.99
1206,2620,1872,30.99
