,CartID,ProductID,Price
415,4373,316,19.99
416,4373,419,9.99
417,4373,374,30.99
418,6488,907,9.99
419,6488,1794,19.99
420,6488,731,19.99
421,10988,536,19.99
422,10988,171,14.99
423,10988,162,24.99
424,10988,923,30.99
425,10988,1239,24.99
426,10000,1060,9.99
427,10000,1425,9.99
428,2353,1252,30.99
429,2353,1435,30.99
430,2353,780,24.99
431,2353,1490,14.99
432,2353,16,14.99
433,2353,92,14.99
434,2353,1588,19.99
435,2353,1611,19.99
436,2591,138,19.99
437,2591,1261,24.99
438,2591,1197,24.99
439,2591,220,14.99
440,2591,181,14.99
441,2591,910,30.99
442,2591,1354,24.99
443,2591,1577,14.99
444,5648,512,9.99
445,5648,537,14.99
446,932,1774,19.99
447,932,1618,24.99
448,932,1102,30.99
449,932,1454,24.99
450,932,1518,9.99
451,8888,1770,14.99
452,8888,1142,14.99
453,8888,353,14.99
454,9388,1821,14.99
455,9388,1015,19.99
456,924,793,30.99
457,924,257,14.99
458,924,609,9.99
459,924,895,19.99
460,924,1068,19.99
461,9435,1019,30.99
462,9435,921,14.99
463,9435,1089,24.99
464,686,1451,9.99
465,686,947,14.99
466,686,852,14.99
467,686,612,9.99
468,11515,146,24.99
469,11515,93,14.99
470,11515,1505,14.99
471,11515,578,14.99
472,11515,1452,14.99
473,11515,901,24.99
474,11551,256,19.99
475,11551,202,19.99
476,12283,684,9.99
477,12283,1781,24.99
478,12283,381,14.99
479,12283,184,14.99
480,12283,1213,19.99
481,12283,1032,19.99
482,12283,1840,30.99
483,11890,1635,19.99
484,11890,1831,14.99
485,6107,1045,24.99
486,3611,1295,30.99
487,3611,1125,9.99
488,3611,1490,14.99
489,1706,53,14.99
490,1706,147,19.99
491,1706,1439,14.99
492,1706,1734,30.99
493,1706,1188,9.99
494,3539,1344,24.99
495,3539,920,30.99
496,3539,594,24.99
497,3539,1111,14.99
498,3539,140,30.99
499,7609,180,24.99
500,7609,184,14.99
501,7609,1446,24.99
502,7609,928,9.99
503,7609,1246,19.99
504,7609,259,9.99
505,7609,164,30.99
506,2744,824,24.99
507,2744,680,14.99
508,2744,705,24.99
509,2744,1033,9.99
510,2744,574,19.99
511,2744,715,19.99
512,2744,924,14.99
513,3359,394,24.99
514,3359,830,9.99
515,3359,342,30.99
516,554,129,9.99
517,554,740,19.99
518,554,1491,30.99
519,554,1177,9.99
520,554,1123,30.99
521,554,1505,14.99
522,554,1359,19.99
523,1703,1669,19.99
524,1703,1789,14.99
525,1703,1130,30.99
526,12281,41,30.99
527,12281,1843,14.99
528,12281,1011,14.99
529,1680,719,14.99
530,1680,98,24.99
531,1680,1031,9.99
532,1680,1918,14.99
533,1680,1225,9.99
534,1680,1707,14.99
535,1680,773,24.99
536,11157,1554,30.99
537,11157,1207,24.99
538,11157,1728,9.99
539,11157,151,19.99
540,11157,1466,14.99
541,11157,88,14.99
542,11157,610,19.99
543,11157,1417,19.99
544,1516,742,30.99
545,1516,875,19.99
546,1516,84,9.99
547,1516,156,30.99
548,1516,1343,30.99
549,1516,19,14.99
550,1516,1570,19.99
551,10837,1545,19.99
552,10837,18,14.99
553,10837,1773,14.99
554,10837,975,19.99
555,10837,176,24.99
556,10837,1529,24.99
557,10837,1327,9.99
558,10837,285,24.99
559,1213,1868,24.99
560,1213,1543,14.99
561,7,1263,9.99
562,7,1627,19.99
563,96,466,9.99
564,96,1056,9.99
565,96,261,9.99
566,96,354,30.99
567,3791,1050,24.99
568,3791,1284,9.99
569,3791,467,14.99
570,12599,717,30.99
571,12599,528,9.99
572,12599,131,30.99
573,12599,1807,9.99
574,12599,343,19.99
575,12599,1612,19.99
576,12599,741,9.99
577,12599,1521,19.99
578,4013,1626,14.99
579,4013,1246,19.99
580,3940,654,19.99
581,3940,780,24.99
582,3940,998,19.99
583,3940,547,14.99
584,3940,1298,9.99
585,3940,913,24.99
586,6758,1426,14.99
587,6758,1766,24.99
588,11543,1211,14.99
589,11543,1714,9.99
590,11543,1275,24.99
591,2032,880,30.99
592,11188,1290,24.99
593,11188,1171,30.99
594,11188,1066,30.99
595,11188,633,9.99
596,11188,300,24.99
597,11188,1488,19.99
598,6337,1788,14.99
599,6337,770,19.99
600,6337,1716,19.99
601,6337,1876,30.99
602,6337,480,19.99
603,6337,702,24.99
604,6337,1099,19.99
605,6337,1168,14.99
606,1045,596,19.99
607,1045,1248,9.99
608,1045,939,30.99
609,1045,821,9.99
610,7733,797,30.99
611,7733,338,19.99
612,7733,1552,19.99
613,7733,1291,24.99
614,7733,23,19.99
615,5380,785,9.99
616,5380,146,24.99
617,5380,604,19.99
618,5380,1638,19.99
619,4712,593,24.99
620,4712,1418,9.99
621,4712,837,9.99
622,4712,1563,30.99
623,4712,373,14.99
624,4712,6,9.99
625,4712,1057,9.99
626,4712,567,9.99
627,4038,1063,14.99
628,4038,47,19.99
629,11155,552,24.99
630,11155,196,30.99
631,11155,642,19.99
632,11155,1886,30.99
633,11155,141,24.99
634,6617,1521,19.99
635,6617,1407,19.99
636,6617,831,14.99
637,7368,295,9.99
638,7368,1127,30.99
639,7368,1699,14.99
640,7368,1501,14.99
641,7368,1752,24.99
642,7368,1089,24.99
643,7368,1573,14.99
644,7368,871,30.99
645,12492,720,9.99
646,12492,1267,14.99
647,12492,716,9.99
648,12492,32,30.99
649,12492,1342,14.99
650,12492,1234,24.99
651,12492,1100,9.99
652,12492,814,30.99
653,7330,1248,9.99
654,7330,26,9.99
655,7330,1880,14.99
656,7330,1388,14.99
657,7330,1475,9.99
658,7330,321,30.99
659,3447,79,14.99
660,3447,203,30.99
661,2219,1728,9.99
662,757,1126,19.99
663,757,1236,24.99
664,757,1366,24.99
665,5345,1058,9.99
666,5345,1296,30.99
667,5345,176,24.99
668,5345,466,9.99
669,5345,1498,19.99
670,5345,1074,14.99
671,832,954,30.99
672,832,396,9.99
673,1364,632,14.99
674,6247,1400,24.99
675,6247,579,30.99
676,4676,1166,9.99
677,4676,1625,19.99
678,4676,1169,9.99
679,11082,678,9.99
680,11082,981,24.99
681,11082,888,9.99
682,11082,1201,24.99
683,4632,592,30.99
684,751,429,9.99
685,751,227,14.99
686,751,704,9.99
687,751,609,9.99
688,751,520,24.99
689,751,1724,19.99
690,751,502,14.99
691,11459,893,14.99
692,11459,905,30.99
693,11459,981,24.99
694,11459,118,24.99
695,11459,823,19.99
696,11459,1024,30.99
697,7658,544,14.99
698,7658,179,14.99
699,7658,952,14.99
700,7658,1297,24.99
701,7658,1887,24.99
702,7658,80,24.99
703,7658,739,30.99
704,11746,1897,14.99
705,11746,1026,30.99
706,11746,1039,14.99
707,11746,1849,30.99
708,11746,628,14.99
709,11746,226,9.99
710,11746,307,9.99
711,11746,1106,30.99
712,9284,877,14.99
713,8847,697,19.99
714,1062,197,9.99
715,1062,1564,9.99
716,1062,792,30.99
717,1062,1504,9.99
718,10631,428,19.99
719,1633,10,9.99
720,1633,233,19.99
721,12048,1469,9.99
722,12048,1523,14.99
723,6968,266,24.99
724,6968,1105,30.99
725,6968,1435,30.99
726,6968,1185,14.99
727,6968,912,19.99
728,6968,422,9.99
729,6968,192,9.99
730,6968,885,14.99
731,7838,929,9.99
732,7838,1577,14.99
733,5814,1822,24.99
734,5814,311,19.99
735,5814,930,24.99
736,5814,1641,14.99
737,5814,1199,9.99
738,5814,464,30.99
739,5814,1195,19.99
740,5909,1601,30.99
741,5909,386,30.99
742,5909,291,14.99
743,5909,770,19.99
744,5909,1303,9.99
745,5909,445,9.99
746,3433,335,9.99
747,3433,1330,19.99
748,3433,1527,19.99
749,3433,474,19.99
750,3433,860,19.99
751,3433,563,19.99
752,3433,1283,14.99
753,1944,959,9.99
754,1944,558,14.99
755,1944,27,9.99
756,6886,1715,30.99
757,6886,699,24.99
758,6886,1547,24.99
759,6886,1269,9.99
760,9224,65,24.99
761,9224,1313,30.99
762,8579,993,14.99
763,8579,1510,30.99
764,8579,451,19.99
765,11280,330,19.99
766,11280,704,9.99
767,11280,1191,9.99
768,11280,1653,14.99
769,4160,227,14.99
770,10907,1599,24.99
771,10907,787,9.99
772,10907,112,14.99
773,10907,877,14.99
774,10907,1633,14.99
775,10907,400,19.99
776,10907,842,9.99
777,8997,1438,14.99
778,8997,782,30.99
779,8997,397,9.99
780,8997,1878,24.99
781,8997,1492,19.99
782,8997,5,14.99
783,8997,1339,30.99
784,2718,1657,9.99
785,2718,1166,9.99
786,2718,1002,19.99
787,2718,1408,9.99
788,2718,1694,24.99
789,2718,523,30.99
790,2718,1059,14.99
791,9902,1795,19.99
792,9902,57,30.99
793,9902,331,9.99
794,9902,900,19.99
795,9902,1317,19.99
796,9902,211,19.99
797,11803,90,24.99
798,11803,1724,19.99
799,11803,370,24.99
800,11803,1096,19.99
801,11803,427,24.99
802,8599,770,19.99
803,8599,31,19.99
804,8599,481,30.99
805,8599,187,9.99
806,8599,1186,30.99
807,2209,855,24.99
808,2209,244,24.99
809,2209,208,19.99
810,2209,1001,30.99
811,12058,1659,9.99
812,6594,323,30.99
813,6594,1501,14.99
814,6594,281,30.99
815,6594,531,24.99
816,6594,658,19.99
817,6594,412,9.99
818,6118,914,30.99
819,6118,72,30.99
820,6834,128,9.99
821,6834,923,30.99
822,6834,958,14.99
823,11754,1195,19.99
824,11754,995,19.99
825,11754,306,30.99
826,11754,938,30.99
827,11391,1408,9.99
828,11391,691,9.99
829,11391,1558,30.99
830,11391,604,19.99
831,11391,138,19.99
832,11391,837,9.99
833,11391,616,19.99
834,11391,481,30.99
835,3902,733,9.99
836,3902,167,14.99
837,3902,876,24.99
838,3902,133,30.99
839,10621,825,30.99
840,10621,23,19.99
841,10621,1026,30.99
842,10621,21,14.99
843,10621,201,24.99
844,6562,1222,9.99
845,6562,677,24.99
846,6562,1874,30.99
847,305,390,14.99
848,305,1152,14.99
849,305,1409,24.99
850,305,1284,9.99
851,305,65,24.99
852,305,1163,19.99
853,305,713,30.99
854,305,602,19.99
855,1762,28,19.99
856,1762,928,9.99
857,3339,166,24.99
858,777,1450,24.99
859,777,372,30.99
860,7990,1048,9.99
861,8437,1713,24.99
862,9894,678,9.99
863,9894,1595,9.99
864,9894,423,30.99
865,6456,1931,30.99
866,6456,1281,30.99
867,6456,1877,24.99
868,6456,1389,14.99
869,6456,128,9.99
870,6456,405,14.99
871,9018,1658,24.99
872,9018,1743,9.99
873,9018,482,9.99
874,9018,1641,14.99
875,9018,1367,14.99
876,9018,363,19.99
877,4997,1686,19.99
878,4997,1395,14.99
879,6320,772,24.99
880,6320,218,9.99
881,6320,1517,19.99
882,6320,750,30.99
883,7015,722,19.99
884,7015,392,30.99
885,672,1561,14.99
886,11653,1687,19.99
887,11653,36,14.99
888,11653,1766,24.99
889,11653,838,24.99
890,11653,915,19.99
891,11653,1343,30.99
892,11653,947,14.99
893,3313,54,24.99
894,3313,815,14.99
895,3507,230,14.99
896,3507,485,24.99
897,3507,1738,24.99
898,3507,129,9.99
899,3507,767,14.99
900,3507,1369,14.99
901,3507,23,19.99
902,5489,1070,30.99
903,5489,1156,14.99
904,5220,1597,9.99
905,5220,1579,19.99
906,5220,1771,14.99
907,5220,1523,14.99
908,5220,1552,19.99
909,5220,913,24.99
910,7094,473,14.99
911,7094,1921,9.99
912,7094,205,30.99
913,7094,1792,30.99
914,7094,574,19.99
915,7094,654,19.99
916,7094,271,9.99
917,11777,1856,19.99
918,11777,522,9.99
919,11777,1081,19.99
920,11777,1020,30.99
921,11777,1069,14.99
922,2538,1451,9.99
923,2538,530,19.99
924,2538,1003,14.99
925,2538,503,30.99
926,2538,1129,14.99
927,2538,1606,24.99
928,2538,427,24.99
929,2538,1483,19.99
930,1273,60,24.99
931,1273,513,14.99
932,1273,1608,9.99
933,1273,1021,24.99
934,4034,1628,30.99
935,4034,300,24.99
936,4034,1585,30.99
937,4034,320,9.99
938,4034,1758,14.99
939,4034,1920,14.99
940,3118,1283,14.99
941,3118,1790,30.99
942,3118,1567,30.99
943,3118,884,30.99
944,11325,160,14.99
945,11325,465,24.99
946,11325,1842,14.99
947,11325,1542,24.99
948,11325,1469,9.99
949,11045,1354,24.99
950,11045,299,14.99
951,11045,137,19.99
952,11045,1680,30.99
953,11045,1395,14.99
954,6941,1892,9.99
955,6941,1333,14.99
956,6941,1311,9.99
957,6941,475,14.99
958,6941,683,19.99
959,6941,1118,9.99
960,6941,582,9.99
961,4382,1483,19.99
962,4382,748,14.99
963,4382,1919,19.99
964,4382,1338,14.99
965,12474,648,19.99
966,12474,4,19.99
967,12474,1055,24.99
968,12474,1118,9.99
969,12474,1217,19.99
970,12474,1877,24.99
971,11287,1312,19.99
972,11287,260,19.99
973,11287,1641,14.99
974,11287,748,14.99
975,11287,1010,24.99
976,11287,1154,19.99
977,4573,245,14.99
978,4573,1469,9.99
979,2743,642,19.99
980,2743,1173,24.99
981,2743,1296,30.99
982,2743,1243,24.99
983,2743,1006,14.99
984,2743,1494,9.99
985,2743,866,30.99
986,7222,1727,14.99
987,7222,927,24.99
988,7222,302,24.99
989,7222,1680,30.99
990,11760,940,14.99
991,11760,213,14.99
992,11760,391,14.99
993,11760,357,9.99
994,11760,1498,19.99
995,11760,517,9.99
996,11760,1789,14.99
997,5832,56,30.99
998,5832,445,9.99
999,5832,1397,14.99
1000,5832,543,24.99
1001,3308,1263,9.99
1002,3308,1105,30.99
1003,3308,1025,9.99
1004,3308,1223,24.99
1005,3308,1931,30.99
1006,3308,1898,30.99
1007,3308,1556,9.99
1008,3308,1798,24.99
1009,3889,1322,9.99
1010,3889,1672,30.99
1011,4438,1076,30.99
1012,4438,95,30.99
1013,4438,1058,9.99
1014,4438,1582,14.99
1015,4438,1698,19.99
1016,4438,1369,14.99
1017,3183,1204,24.99
1018,7735,431,30.99
1019,1545,594,24.99
1020,6856,1056,9.99
1021,6995,1096,19.99
1022,6995,1746,19.99
1023,6995,948,24.99
1024,6995,1603,9.99
1025,12579,1201,24.99
1026,8045,1302,24.99
1027,8045,1277,24.99
1028,8045,540,9.99
1029,8045,765,19.99
1030,8045,1093,14.99
1031,2759,1352,24.99
1032,2759,1372,24.99
1033,2759,560,30.99
1034,2759,875,19.99
1035,2759,1248,9.99
1036,2759,249,24.99
1037,2759,1723,14.99
1038,9099,856,19.99
1039,9099,468,30.99
1040,9099,267,14.99
1041,9099,1845,9.99
1042,9099,1931,30.99
1043,9099,1162,9.99
1044,9099,394,24.99
1045,4232,1656,30.99
1046,4232,1672,30.99
1047,4232,1894,30.99
1048,4232,1456,24.99
1049,4232,1588,19.99
1050,4232,997,9.99
1051,4232,1625,19.99
1052,2690,1639,30.99
1053,2690,348,9.99
1054,2690,1399,14.99
1055,2690,53,14.99
1056,7323,195,14.99
1057,7323,606,9.99
1058,7323,316,19.99
1059,7323,132,30.99
1060,7323,45,24.99
1061,7323,1525,9.99
1062,7323,80,24.99
1063,11368,737,30.99
1064,11368,438,19.99
1065,11368,623,19.99
1066,11368,244,24.99
1067,11368,190,24.99
1068,12171,1529,24.99
1069,4789,767,14.99
1070,4789,1812,24.99
1071,4789,1044,14.99
1072,4789,1311,9.99
1073,6774,763,30.99
1074,6774,1567,30.99
1075,6774,59,9.99
1076,6774,1646,9.99
1077,6774,1727,14.99
1078,6774,1207,24.99
1079,6774,847,19.99
1080,4010,1217,19.99
1081,4010,853,9.99
1082,4010,914,30.99
1083,4010,976,9.99
1084,4010,918,9.99
1085,5229,552,24.99
1086,5229,1709,30.99
1087,5229,804,19.99
1088,4300,991,24.99
1089,4300,876,24.99
1090,6413,1079,19.99
1091,6413,1485,24.99
1092,6413,520,24.99
1093,6413,1153,24.99
1094,6413,72,30.99
1095,6413,803,30.99
1096,6413,789,19.99
1097,6413,226,9.99
1098,11893,1153,24.99
1099,11893,1391,14.99
1100,11893,1226,14.99
1101,11893,1274,9.99
1102,11893,450,30.99
1103,1872,534,9.99
1104,1872,1713,24.99
1105,1872,447,30.99
1106,1872,1314,14.99
1107,1872,1399,14.99
1108,1872,1426,14.99
1109,167,1806,30.99
1110,167,1747,19.99
1111,167,1851,14.99
1112,167,210,24.99
1113,167,1691,30.99
1114,167,1398,9.99
1115,10176,782,30.99
1116,10176,1918,14.99
1117,10176,1537,9.99
1118,10176,1196,19.99
1119,5528,1707,14.99
1120,5528,524,24.99
1121,5528,507,24.99
1122,5528,950,19.99
1123,5528,883,30.99
1124,4872,918,9.99
1125,4872,1691,30.99
1126,4872,558,14.99
1127,7335,1060,9.99
1128,7335,368,14.99
1129,7335,421,30.99
1130,7335,1269,9.99
1131,7335,976,9.99
1132,7335,1264,9.99
1133,7171,926,19.99
1134,3623,1677,24.99
1135,3623,1770,14.99
1136,3623,1445,9.99
1137,3623,338,19.99
1138,3623,748,14.99
1139,10237,1318,30.99
1140,10237,1503,9.99
1141,10237,1723,14.99
1142,10237,858,24.99
1143,10237,174,9.99
1144,10237,1594,14.99
1145,10237,995,19.99
1146,3703,534,9.99
1147,3703,682,14.99
1148,3703,1732,19.99
1149,3703,32,30.99
1150,3703,1772,19.99
1151,3703,1753,24.99
1152,8422,836,9.99
1153,8422,516,9.99
1154,8422,39,19.99
1155,8422,1152,14.99
1156,10474,292,9.99
1157,10474,234,9.99
1158,10474,406,14.99
1159,10474,1590,9.99
1160,12541,747,30.99
1161,8682,1244,24.99
1162,8682,1096,19.99
1163,12128,1589,30.99
1164,12128,90,24.99
1165,12128,630,14.99
1166,12128,1462,9.99
1167,10606,55,24.99
1168,10606,94,24.99
1169,10606,197,9.99
1170,10606,237,19.99
1171,10606,1520,24.99
1172,10606,1616,9.99
1173,10606,1390,24.99
1174,9655,1028,9.99
1175,9655,1451,9.99
1176,9655,1553,9.99
1177,9655,484,14.99
1178,9655,133,30.99
1179,821,1787,30.99
1180,821,1017,9.99
1181,821,941,9.99
1182,6876,507,24.99
1183,6876,927,24.99
1184,6876,437,14.99
1185,6876,596,19.99
1186,7919,796,19.99
1187,7919,758,19.99
1188,7919,113,30.99
1189,7919,1353,9.99
1190,7919,459,14.99
1191,7919,254,9.99
1192,7919,480,19.99
1193,7919,5,14.99
1194,5642,1506,19.99
1195,5642,1263,9.99
1196,5642,459,14.99
1197,5642,983,9.99
1198,5642,635,9.99
1199,9487,329,30.99
1200,9487,695,19.99
1201,9487,1395,14.99
1202,9487,602,19.99
1203,9487,1605,30.99
1204,9487,515,30.99
1205,9487,1101,19.99
